Train_image_path,Train_mask_path
data//images/CL_HandE_1234_B004_bottomright254.tiff,data//masks/CL_HandE_1234_B004_bottomright254.tiff
data//images/CL_HandE_1234_B004_bottomright255.tiff,data//masks/CL_HandE_1234_B004_bottomright255.tiff
data//images/CL_HandE_1234_B004_bottomright256.tiff,data//masks/CL_HandE_1234_B004_bottomright256.tiff
data//images/CL_HandE_1234_B004_bottomright257.tiff,data//masks/CL_HandE_1234_B004_bottomright257.tiff
data//images/CL_HandE_1234_B004_bottomright258.tiff,data//masks/CL_HandE_1234_B004_bottomright258.tiff
data//images/CL_HandE_1234_B004_bottomright259.tiff,data//masks/CL_HandE_1234_B004_bottomright259.tiff
data//images/CL_HandE_1234_B004_bottomright260.tiff,data//masks/CL_HandE_1234_B004_bottomright260.tiff
data//images/CL_HandE_1234_B004_bottomright261.tiff,data//masks/CL_HandE_1234_B004_bottomright261.tiff
data//images/CL_HandE_1234_B004_bottomright262.tiff,data//masks/CL_HandE_1234_B004_bottomright262.tiff
data//images/CL_HandE_1234_B004_bottomright263.tiff,data//masks/CL_HandE_1234_B004_bottomright263.tiff
data//images/CL_HandE_1234_B004_bottomright264.tiff,data//masks/CL_HandE_1234_B004_bottomright264.tiff
data//images/CL_HandE_1234_B004_bottomright265.tiff,data//masks/CL_HandE_1234_B004_bottomright265.tiff
data//images/CL_HandE_1234_B004_bottomright266.tiff,data//masks/CL_HandE_1234_B004_bottomright266.tiff
data//images/CL_HandE_1234_B004_bottomright267.tiff,data//masks/CL_HandE_1234_B004_bottomright267.tiff
data//images/CL_HandE_1234_B004_bottomright268.tiff,data//masks/CL_HandE_1234_B004_bottomright268.tiff
data//images/CL_HandE_1234_B004_bottomright269.tiff,data//masks/CL_HandE_1234_B004_bottomright269.tiff
data//images/CL_HandE_1234_B004_bottomright270.tiff,data//masks/CL_HandE_1234_B004_bottomright270.tiff
data//images/CL_HandE_1234_B004_bottomright271.tiff,data//masks/CL_HandE_1234_B004_bottomright271.tiff
data//images/CL_HandE_1234_B004_bottomright272.tiff,data//masks/CL_HandE_1234_B004_bottomright272.tiff
data//images/CL_HandE_1234_B004_bottomright273.tiff,data//masks/CL_HandE_1234_B004_bottomright273.tiff
data//images/CL_HandE_1234_B004_bottomright274.tiff,data//masks/CL_HandE_1234_B004_bottomright274.tiff
data//images/CL_HandE_1234_B004_bottomright275.tiff,data//masks/CL_HandE_1234_B004_bottomright275.tiff
data//images/CL_HandE_1234_B004_bottomright276.tiff,data//masks/CL_HandE_1234_B004_bottomright276.tiff
data//images/CL_HandE_1234_B004_bottomright277.tiff,data//masks/CL_HandE_1234_B004_bottomright277.tiff
data//images/CL_HandE_1234_B004_bottomright278.tiff,data//masks/CL_HandE_1234_B004_bottomright278.tiff
data//images/CL_HandE_1234_B004_bottomright279.tiff,data//masks/CL_HandE_1234_B004_bottomright279.tiff
data//images/CL_HandE_1234_B004_bottomright280.tiff,data//masks/CL_HandE_1234_B004_bottomright280.tiff
data//images/CL_HandE_1234_B004_bottomright281.tiff,data//masks/CL_HandE_1234_B004_bottomright281.tiff
data//images/CL_HandE_1234_B004_bottomright282.tiff,data//masks/CL_HandE_1234_B004_bottomright282.tiff
data//images/CL_HandE_1234_B004_bottomright283.tiff,data//masks/CL_HandE_1234_B004_bottomright283.tiff
data//images/CL_HandE_1234_B004_bottomright284.tiff,data//masks/CL_HandE_1234_B004_bottomright284.tiff
data//images/CL_HandE_1234_B004_bottomright285.tiff,data//masks/CL_HandE_1234_B004_bottomright285.tiff
data//images/CL_HandE_1234_B004_bottomright286.tiff,data//masks/CL_HandE_1234_B004_bottomright286.tiff
data//images/CL_HandE_1234_B004_bottomright287.tiff,data//masks/CL_HandE_1234_B004_bottomright287.tiff
data//images/CL_HandE_1234_B004_bottomright288.tiff,data//masks/CL_HandE_1234_B004_bottomright288.tiff
data//images/CL_HandE_1234_B004_bottomright289.tiff,data//masks/CL_HandE_1234_B004_bottomright289.tiff
data//images/CL_HandE_1234_B004_bottomright290.tiff,data//masks/CL_HandE_1234_B004_bottomright290.tiff
data//images/CL_HandE_1234_B004_bottomright291.tiff,data//masks/CL_HandE_1234_B004_bottomright291.tiff
data//images/CL_HandE_1234_B004_bottomright292.tiff,data//masks/CL_HandE_1234_B004_bottomright292.tiff
data//images/CL_HandE_1234_B004_bottomright293.tiff,data//masks/CL_HandE_1234_B004_bottomright293.tiff
data//images/CL_HandE_1234_B004_bottomright294.tiff,data//masks/CL_HandE_1234_B004_bottomright294.tiff
data//images/CL_HandE_1234_B004_bottomright295.tiff,data//masks/CL_HandE_1234_B004_bottomright295.tiff
data//images/CL_HandE_1234_B004_bottomright296.tiff,data//masks/CL_HandE_1234_B004_bottomright296.tiff
data//images/CL_HandE_1234_B004_bottomright297.tiff,data//masks/CL_HandE_1234_B004_bottomright297.tiff
data//images/CL_HandE_1234_B004_bottomright298.tiff,data//masks/CL_HandE_1234_B004_bottomright298.tiff
data//images/CL_HandE_1234_B004_bottomright299.tiff,data//masks/CL_HandE_1234_B004_bottomright299.tiff
data//images/CL_HandE_1234_B004_bottomright300.tiff,data//masks/CL_HandE_1234_B004_bottomright300.tiff
data//images/CL_HandE_1234_B004_bottomright301.tiff,data//masks/CL_HandE_1234_B004_bottomright301.tiff
data//images/CL_HandE_1234_B004_bottomright302.tiff,data//masks/CL_HandE_1234_B004_bottomright302.tiff
data//images/CL_HandE_1234_B004_bottomright303.tiff,data//masks/CL_HandE_1234_B004_bottomright303.tiff
data//images/CL_HandE_1234_B004_bottomright304.tiff,data//masks/CL_HandE_1234_B004_bottomright304.tiff
data//images/CL_HandE_1234_B004_bottomright305.tiff,data//masks/CL_HandE_1234_B004_bottomright305.tiff
data//images/CL_HandE_1234_B004_topleft0.tiff,data//masks/CL_HandE_1234_B004_topleft0.tiff
data//images/CL_HandE_1234_B004_topleft1.tiff,data//masks/CL_HandE_1234_B004_topleft1.tiff
data//images/CL_HandE_1234_B004_topleft2.tiff,data//masks/CL_HandE_1234_B004_topleft2.tiff
data//images/CL_HandE_1234_B004_topleft3.tiff,data//masks/CL_HandE_1234_B004_topleft3.tiff
data//images/CL_HandE_1234_B004_topleft4.tiff,data//masks/CL_HandE_1234_B004_topleft4.tiff
data//images/CL_HandE_1234_B004_topleft5.tiff,data//masks/CL_HandE_1234_B004_topleft5.tiff
data//images/CL_HandE_1234_B004_topleft6.tiff,data//masks/CL_HandE_1234_B004_topleft6.tiff
data//images/CL_HandE_1234_B004_topleft7.tiff,data//masks/CL_HandE_1234_B004_topleft7.tiff
data//images/CL_HandE_1234_B004_topleft8.tiff,data//masks/CL_HandE_1234_B004_topleft8.tiff
data//images/CL_HandE_1234_B004_topleft9.tiff,data//masks/CL_HandE_1234_B004_topleft9.tiff
data//images/CL_HandE_1234_B004_topleft10.tiff,data//masks/CL_HandE_1234_B004_topleft10.tiff
data//images/CL_HandE_1234_B004_topleft11.tiff,data//masks/CL_HandE_1234_B004_topleft11.tiff
data//images/CL_HandE_1234_B004_topleft12.tiff,data//masks/CL_HandE_1234_B004_topleft12.tiff
data//images/CL_HandE_1234_B004_topleft13.tiff,data//masks/CL_HandE_1234_B004_topleft13.tiff
data//images/CL_HandE_1234_B004_topleft14.tiff,data//masks/CL_HandE_1234_B004_topleft14.tiff
data//images/CL_HandE_1234_B004_topleft15.tiff,data//masks/CL_HandE_1234_B004_topleft15.tiff
data//images/CL_HandE_1234_B004_topleft16.tiff,data//masks/CL_HandE_1234_B004_topleft16.tiff
data//images/CL_HandE_1234_B004_topleft17.tiff,data//masks/CL_HandE_1234_B004_topleft17.tiff
data//images/CL_HandE_1234_B004_topleft18.tiff,data//masks/CL_HandE_1234_B004_topleft18.tiff
data//images/CL_HandE_1234_B004_topleft19.tiff,data//masks/CL_HandE_1234_B004_topleft19.tiff
data//images/CL_HandE_1234_B004_topleft20.tiff,data//masks/CL_HandE_1234_B004_topleft20.tiff
data//images/CL_HandE_1234_B004_topleft21.tiff,data//masks/CL_HandE_1234_B004_topleft21.tiff
data//images/CL_HandE_1234_B004_topleft22.tiff,data//masks/CL_HandE_1234_B004_topleft22.tiff
data//images/CL_HandE_1234_B004_topleft23.tiff,data//masks/CL_HandE_1234_B004_topleft23.tiff
data//images/CL_HandE_1234_B004_topleft24.tiff,data//masks/CL_HandE_1234_B004_topleft24.tiff
data//images/CL_HandE_1234_B004_topleft25.tiff,data//masks/CL_HandE_1234_B004_topleft25.tiff
data//images/CL_HandE_1234_B004_topleft26.tiff,data//masks/CL_HandE_1234_B004_topleft26.tiff
data//images/CL_HandE_1234_B004_topleft27.tiff,data//masks/CL_HandE_1234_B004_topleft27.tiff
data//images/CL_HandE_1234_B004_topleft28.tiff,data//masks/CL_HandE_1234_B004_topleft28.tiff
data//images/CL_HandE_1234_B004_topleft29.tiff,data//masks/CL_HandE_1234_B004_topleft29.tiff
data//images/CL_HandE_1234_B004_topleft30.tiff,data//masks/CL_HandE_1234_B004_topleft30.tiff
data//images/CL_HandE_1234_B004_topleft31.tiff,data//masks/CL_HandE_1234_B004_topleft31.tiff
data//images/CL_HandE_1234_B004_topleft32.tiff,data//masks/CL_HandE_1234_B004_topleft32.tiff
data//images/CL_HandE_1234_B004_topleft33.tiff,data//masks/CL_HandE_1234_B004_topleft33.tiff
data//images/CL_HandE_1234_B004_topleft34.tiff,data//masks/CL_HandE_1234_B004_topleft34.tiff
data//images/CL_HandE_1234_B004_topleft35.tiff,data//masks/CL_HandE_1234_B004_topleft35.tiff
data//images/CL_HandE_1234_B004_topleft36.tiff,data//masks/CL_HandE_1234_B004_topleft36.tiff
data//images/CL_HandE_1234_B004_topleft37.tiff,data//masks/CL_HandE_1234_B004_topleft37.tiff
data//images/CL_HandE_1234_B004_topleft38.tiff,data//masks/CL_HandE_1234_B004_topleft38.tiff
data//images/CL_HandE_1234_B004_topleft39.tiff,data//masks/CL_HandE_1234_B004_topleft39.tiff
data//images/CL_HandE_1234_B004_topleft40.tiff,data//masks/CL_HandE_1234_B004_topleft40.tiff
data//images/CL_HandE_1234_B004_topleft41.tiff,data//masks/CL_HandE_1234_B004_topleft41.tiff
data//images/CL_HandE_1234_B004_topleft42.tiff,data//masks/CL_HandE_1234_B004_topleft42.tiff
data//images/CL_HandE_1234_B004_topleft43.tiff,data//masks/CL_HandE_1234_B004_topleft43.tiff
data//images/CL_HandE_1234_B004_topleft44.tiff,data//masks/CL_HandE_1234_B004_topleft44.tiff
data//images/CL_HandE_1234_B004_topleft45.tiff,data//masks/CL_HandE_1234_B004_topleft45.tiff
data//images/CL_HandE_1234_B004_topleft46.tiff,data//masks/CL_HandE_1234_B004_topleft46.tiff
data//images/CL_HandE_1234_B004_topleft47.tiff,data//masks/CL_HandE_1234_B004_topleft47.tiff
data//images/CL_HandE_1234_B004_topleft48.tiff,data//masks/CL_HandE_1234_B004_topleft48.tiff
data//images/CL_HandE_1234_B004_topleft49.tiff,data//masks/CL_HandE_1234_B004_topleft49.tiff
data//images/CL_HandE_1234_B004_topleft50.tiff,data//masks/CL_HandE_1234_B004_topleft50.tiff
data//images/CL_HandE_1234_B004_topleft51.tiff,data//masks/CL_HandE_1234_B004_topleft51.tiff
data//images/CL_HandE_1234_B004_topleft52.tiff,data//masks/CL_HandE_1234_B004_topleft52.tiff
data//images/CL_HandE_1234_B004_topleft53.tiff,data//masks/CL_HandE_1234_B004_topleft53.tiff
data//images/CL_HandE_1234_B004_topleft54.tiff,data//masks/CL_HandE_1234_B004_topleft54.tiff
data//images/CL_HandE_1234_B004_topleft55.tiff,data//masks/CL_HandE_1234_B004_topleft55.tiff
data//images/CL_HandE_1234_B004_topleft56.tiff,data//masks/CL_HandE_1234_B004_topleft56.tiff
data//images/CL_HandE_1234_B004_topleft57.tiff,data//masks/CL_HandE_1234_B004_topleft57.tiff
data//images/CL_HandE_1234_B004_topleft58.tiff,data//masks/CL_HandE_1234_B004_topleft58.tiff
data//images/CL_HandE_1234_B004_topleft59.tiff,data//masks/CL_HandE_1234_B004_topleft59.tiff
data//images/CL_HandE_1234_B004_topleft60.tiff,data//masks/CL_HandE_1234_B004_topleft60.tiff
data//images/CL_HandE_1234_B004_topleft61.tiff,data//masks/CL_HandE_1234_B004_topleft61.tiff
data//images/CL_HandE_1234_B004_topleft62.tiff,data//masks/CL_HandE_1234_B004_topleft62.tiff
data//images/CL_HandE_1234_B004_topleft63.tiff,data//masks/CL_HandE_1234_B004_topleft63.tiff
data//images/CL_HandE_1234_B004_topleft64.tiff,data//masks/CL_HandE_1234_B004_topleft64.tiff
data//images/CL_HandE_1234_B004_topleft65.tiff,data//masks/CL_HandE_1234_B004_topleft65.tiff
data//images/CL_HandE_1234_B004_topleft66.tiff,data//masks/CL_HandE_1234_B004_topleft66.tiff
data//images/CL_HandE_1234_B004_topleft67.tiff,data//masks/CL_HandE_1234_B004_topleft67.tiff
data//images/CL_HandE_1234_B004_topleft68.tiff,data//masks/CL_HandE_1234_B004_topleft68.tiff
data//images/CL_HandE_1234_B004_topleft69.tiff,data//masks/CL_HandE_1234_B004_topleft69.tiff
data//images/CL_HandE_1234_B004_topleft70.tiff,data//masks/CL_HandE_1234_B004_topleft70.tiff
data//images/CL_HandE_1234_B004_topleft71.tiff,data//masks/CL_HandE_1234_B004_topleft71.tiff
data//images/CL_HandE_1234_B004_topleft72.tiff,data//masks/CL_HandE_1234_B004_topleft72.tiff
data//images/CL_HandE_1234_B004_topleft73.tiff,data//masks/CL_HandE_1234_B004_topleft73.tiff
data//images/CL_HandE_1234_B004_topleft74.tiff,data//masks/CL_HandE_1234_B004_topleft74.tiff
data//images/CL_HandE_1234_B004_topleft75.tiff,data//masks/CL_HandE_1234_B004_topleft75.tiff
data//images/CL_HandE_1234_B004_topleft76.tiff,data//masks/CL_HandE_1234_B004_topleft76.tiff
data//images/CL_HandE_1234_B004_topleft77.tiff,data//masks/CL_HandE_1234_B004_topleft77.tiff
data//images/CL_HandE_1234_B004_topleft78.tiff,data//masks/CL_HandE_1234_B004_topleft78.tiff
data//images/CL_HandE_1234_B004_topleft79.tiff,data//masks/CL_HandE_1234_B004_topleft79.tiff
data//images/CL_HandE_1234_B004_topleft80.tiff,data//masks/CL_HandE_1234_B004_topleft80.tiff
data//images/CL_HandE_1234_B004_topleft81.tiff,data//masks/CL_HandE_1234_B004_topleft81.tiff
data//images/CL_HandE_1234_B004_topleft82.tiff,data//masks/CL_HandE_1234_B004_topleft82.tiff
data//images/CL_HandE_1234_B004_topleft83.tiff,data//masks/CL_HandE_1234_B004_topleft83.tiff
data//images/CL_HandE_1234_B004_topleft84.tiff,data//masks/CL_HandE_1234_B004_topleft84.tiff
data//images/CL_HandE_1234_B004_topleft85.tiff,data//masks/CL_HandE_1234_B004_topleft85.tiff
data//images/CL_HandE_1234_B004_topleft86.tiff,data//masks/CL_HandE_1234_B004_topleft86.tiff
data//images/CL_HandE_1234_B004_topleft87.tiff,data//masks/CL_HandE_1234_B004_topleft87.tiff
data//images/CL_HandE_1234_B004_topleft88.tiff,data//masks/CL_HandE_1234_B004_topleft88.tiff
data//images/CL_HandE_1234_B004_topleft89.tiff,data//masks/CL_HandE_1234_B004_topleft89.tiff
data//images/CL_HandE_1234_B004_topleft90.tiff,data//masks/CL_HandE_1234_B004_topleft90.tiff
data//images/CL_HandE_1234_B004_topleft91.tiff,data//masks/CL_HandE_1234_B004_topleft91.tiff
data//images/CL_HandE_1234_B004_topleft92.tiff,data//masks/CL_HandE_1234_B004_topleft92.tiff
data//images/CL_HandE_1234_B004_topleft93.tiff,data//masks/CL_HandE_1234_B004_topleft93.tiff
data//images/CL_HandE_1234_B004_topleft94.tiff,data//masks/CL_HandE_1234_B004_topleft94.tiff
data//images/CL_HandE_1234_B004_topleft95.tiff,data//masks/CL_HandE_1234_B004_topleft95.tiff
data//images/CL_HandE_1234_B004_topleft96.tiff,data//masks/CL_HandE_1234_B004_topleft96.tiff
data//images/CL_HandE_1234_B004_topleft97.tiff,data//masks/CL_HandE_1234_B004_topleft97.tiff
data//images/CL_HandE_1234_B004_topleft98.tiff,data//masks/CL_HandE_1234_B004_topleft98.tiff
data//images/CL_HandE_1234_B004_topleft99.tiff,data//masks/CL_HandE_1234_B004_topleft99.tiff
data//images/CL_HandE_1234_B004_topleft100.tiff,data//masks/CL_HandE_1234_B004_topleft100.tiff
data//images/CL_HandE_1234_B004_topleft101.tiff,data//masks/CL_HandE_1234_B004_topleft101.tiff
data//images/CL_HandE_1234_B004_topleft102.tiff,data//masks/CL_HandE_1234_B004_topleft102.tiff
data//images/CL_HandE_1234_B004_topleft103.tiff,data//masks/CL_HandE_1234_B004_topleft103.tiff
data//images/CL_HandE_1234_B004_topleft104.tiff,data//masks/CL_HandE_1234_B004_topleft104.tiff
data//images/CL_HandE_1234_B004_topleft105.tiff,data//masks/CL_HandE_1234_B004_topleft105.tiff
data//images/CL_HandE_1234_B004_topleft106.tiff,data//masks/CL_HandE_1234_B004_topleft106.tiff
data//images/CL_HandE_1234_B004_topleft107.tiff,data//masks/CL_HandE_1234_B004_topleft107.tiff
data//images/CL_HandE_1234_B004_topleft108.tiff,data//masks/CL_HandE_1234_B004_topleft108.tiff
data//images/CL_HandE_1234_B004_topleft109.tiff,data//masks/CL_HandE_1234_B004_topleft109.tiff
data//images/CL_HandE_1234_B004_topleft110.tiff,data//masks/CL_HandE_1234_B004_topleft110.tiff
data//images/CL_HandE_1234_B004_topleft111.tiff,data//masks/CL_HandE_1234_B004_topleft111.tiff
data//images/CL_HandE_1234_B004_topleft112.tiff,data//masks/CL_HandE_1234_B004_topleft112.tiff
data//images/CL_HandE_1234_B004_topleft113.tiff,data//masks/CL_HandE_1234_B004_topleft113.tiff
data//images/CL_HandE_1234_B004_topleft114.tiff,data//masks/CL_HandE_1234_B004_topleft114.tiff
data//images/CL_HandE_1234_B004_topleft115.tiff,data//masks/CL_HandE_1234_B004_topleft115.tiff
data//images/CL_HandE_1234_B004_topleft116.tiff,data//masks/CL_HandE_1234_B004_topleft116.tiff
data//images/CL_HandE_1234_B004_topleft117.tiff,data//masks/CL_HandE_1234_B004_topleft117.tiff
data//images/CL_HandE_1234_B004_topleft118.tiff,data//masks/CL_HandE_1234_B004_topleft118.tiff
data//images/CL_HandE_1234_B004_topleft119.tiff,data//masks/CL_HandE_1234_B004_topleft119.tiff
data//images/CL_HandE_1234_B004_topleft120.tiff,data//masks/CL_HandE_1234_B004_topleft120.tiff
data//images/CL_HandE_1234_B004_topleft121.tiff,data//masks/CL_HandE_1234_B004_topleft121.tiff
data//images/CL_HandE_1234_B004_topleft122.tiff,data//masks/CL_HandE_1234_B004_topleft122.tiff
data//images/CL_HandE_1234_B004_topleft123.tiff,data//masks/CL_HandE_1234_B004_topleft123.tiff
data//images/CL_HandE_1234_B004_topleft124.tiff,data//masks/CL_HandE_1234_B004_topleft124.tiff
data//images/CL_HandE_1234_B004_topleft125.tiff,data//masks/CL_HandE_1234_B004_topleft125.tiff
data//images/CL_HandE_1234_B004_topleft126.tiff,data//masks/CL_HandE_1234_B004_topleft126.tiff
data//images/CL_HandE_1234_B004_topleft127.tiff,data//masks/CL_HandE_1234_B004_topleft127.tiff
data//images/CL_HandE_1234_B004_topleft128.tiff,data//masks/CL_HandE_1234_B004_topleft128.tiff
data//images/CL_HandE_1234_B004_topleft129.tiff,data//masks/CL_HandE_1234_B004_topleft129.tiff
data//images/CL_HandE_1234_B004_topleft130.tiff,data//masks/CL_HandE_1234_B004_topleft130.tiff
data//images/CL_HandE_1234_B004_topleft131.tiff,data//masks/CL_HandE_1234_B004_topleft131.tiff
data//images/CL_HandE_1234_B004_topleft132.tiff,data//masks/CL_HandE_1234_B004_topleft132.tiff
data//images/CL_HandE_1234_B004_topleft133.tiff,data//masks/CL_HandE_1234_B004_topleft133.tiff
data//images/CL_HandE_1234_B004_topleft134.tiff,data//masks/CL_HandE_1234_B004_topleft134.tiff
data//images/CL_HandE_1234_B004_topleft135.tiff,data//masks/CL_HandE_1234_B004_topleft135.tiff
data//images/CL_HandE_1234_B004_topleft136.tiff,data//masks/CL_HandE_1234_B004_topleft136.tiff
data//images/CL_HandE_1234_B004_topleft137.tiff,data//masks/CL_HandE_1234_B004_topleft137.tiff
data//images/CL_HandE_1234_B004_topleft138.tiff,data//masks/CL_HandE_1234_B004_topleft138.tiff
data//images/CL_HandE_1234_B004_topleft139.tiff,data//masks/CL_HandE_1234_B004_topleft139.tiff
data//images/CL_HandE_1234_B004_topleft140.tiff,data//masks/CL_HandE_1234_B004_topleft140.tiff
data//images/CL_HandE_1234_B004_topleft141.tiff,data//masks/CL_HandE_1234_B004_topleft141.tiff
data//images/CL_HandE_1234_B004_topleft142.tiff,data//masks/CL_HandE_1234_B004_topleft142.tiff
data//images/CL_HandE_1234_B004_topleft143.tiff,data//masks/CL_HandE_1234_B004_topleft143.tiff
data//images/CL_HandE_1234_B004_topleft144.tiff,data//masks/CL_HandE_1234_B004_topleft144.tiff
data//images/CL_HandE_1234_B004_topleft145.tiff,data//masks/CL_HandE_1234_B004_topleft145.tiff
data//images/CL_HandE_1234_B004_topleft146.tiff,data//masks/CL_HandE_1234_B004_topleft146.tiff
data//images/CL_HandE_1234_B004_topleft147.tiff,data//masks/CL_HandE_1234_B004_topleft147.tiff
data//images/CL_HandE_1234_B004_topleft148.tiff,data//masks/CL_HandE_1234_B004_topleft148.tiff
data//images/CL_HandE_1234_B004_topleft149.tiff,data//masks/CL_HandE_1234_B004_topleft149.tiff
data//images/CL_HandE_1234_B004_topleft150.tiff,data//masks/CL_HandE_1234_B004_topleft150.tiff
data//images/CL_HandE_1234_B004_topleft151.tiff,data//masks/CL_HandE_1234_B004_topleft151.tiff
data//images/CL_HandE_1234_B004_topleft152.tiff,data//masks/CL_HandE_1234_B004_topleft152.tiff
data//images/CL_HandE_1234_B004_topleft153.tiff,data//masks/CL_HandE_1234_B004_topleft153.tiff
data//images/CL_HandE_1234_B004_topleft154.tiff,data//masks/CL_HandE_1234_B004_topleft154.tiff
data//images/CL_HandE_1234_B004_topleft155.tiff,data//masks/CL_HandE_1234_B004_topleft155.tiff
data//images/CL_HandE_1234_B004_topleft156.tiff,data//masks/CL_HandE_1234_B004_topleft156.tiff
data//images/CL_HandE_1234_B004_topleft157.tiff,data//masks/CL_HandE_1234_B004_topleft157.tiff
data//images/CL_HandE_1234_B004_topleft158.tiff,data//masks/CL_HandE_1234_B004_topleft158.tiff
data//images/CL_HandE_1234_B004_topleft159.tiff,data//masks/CL_HandE_1234_B004_topleft159.tiff
data//images/CL_HandE_1234_B004_topleft160.tiff,data//masks/CL_HandE_1234_B004_topleft160.tiff
data//images/CL_HandE_1234_B004_topleft161.tiff,data//masks/CL_HandE_1234_B004_topleft161.tiff
data//images/CL_HandE_1234_B004_topleft162.tiff,data//masks/CL_HandE_1234_B004_topleft162.tiff
data//images/CL_HandE_1234_B004_topleft163.tiff,data//masks/CL_HandE_1234_B004_topleft163.tiff
data//images/CL_HandE_1234_B004_topleft164.tiff,data//masks/CL_HandE_1234_B004_topleft164.tiff
data//images/CL_HandE_1234_B004_topleft165.tiff,data//masks/CL_HandE_1234_B004_topleft165.tiff
data//images/CL_HandE_1234_B004_topleft166.tiff,data//masks/CL_HandE_1234_B004_topleft166.tiff
data//images/CL_HandE_1234_B004_topleft167.tiff,data//masks/CL_HandE_1234_B004_topleft167.tiff
data//images/CL_HandE_1234_B004_topleft168.tiff,data//masks/CL_HandE_1234_B004_topleft168.tiff
data//images/CL_HandE_1234_B004_topleft169.tiff,data//masks/CL_HandE_1234_B004_topleft169.tiff
data//images/CL_HandE_1234_B004_topleft170.tiff,data//masks/CL_HandE_1234_B004_topleft170.tiff
data//images/CL_HandE_1234_B004_topleft171.tiff,data//masks/CL_HandE_1234_B004_topleft171.tiff
data//images/CL_HandE_1234_B004_topleft172.tiff,data//masks/CL_HandE_1234_B004_topleft172.tiff
data//images/CL_HandE_1234_B004_topleft173.tiff,data//masks/CL_HandE_1234_B004_topleft173.tiff
data//images/CL_HandE_1234_B004_topleft174.tiff,data//masks/CL_HandE_1234_B004_topleft174.tiff
data//images/CL_HandE_1234_B004_topleft175.tiff,data//masks/CL_HandE_1234_B004_topleft175.tiff
data//images/CL_HandE_1234_B004_topleft176.tiff,data//masks/CL_HandE_1234_B004_topleft176.tiff
data//images/CL_HandE_1234_B004_topleft177.tiff,data//masks/CL_HandE_1234_B004_topleft177.tiff
data//images/CL_HandE_1234_B004_topleft178.tiff,data//masks/CL_HandE_1234_B004_topleft178.tiff
data//images/CL_HandE_1234_B004_topleft179.tiff,data//masks/CL_HandE_1234_B004_topleft179.tiff
data//images/CL_HandE_1234_B004_topleft180.tiff,data//masks/CL_HandE_1234_B004_topleft180.tiff
data//images/CL_HandE_1234_B004_topleft181.tiff,data//masks/CL_HandE_1234_B004_topleft181.tiff
data//images/CL_HandE_1234_B004_topleft182.tiff,data//masks/CL_HandE_1234_B004_topleft182.tiff
data//images/CL_HandE_1234_B004_topleft183.tiff,data//masks/CL_HandE_1234_B004_topleft183.tiff
data//images/CL_HandE_1234_B004_topleft184.tiff,data//masks/CL_HandE_1234_B004_topleft184.tiff
data//images/CL_HandE_1234_B004_topleft185.tiff,data//masks/CL_HandE_1234_B004_topleft185.tiff
data//images/CL_HandE_1234_B004_topleft186.tiff,data//masks/CL_HandE_1234_B004_topleft186.tiff
data//images/CL_HandE_1234_B004_topleft187.tiff,data//masks/CL_HandE_1234_B004_topleft187.tiff
data//images/CL_HandE_1234_B004_topleft188.tiff,data//masks/CL_HandE_1234_B004_topleft188.tiff
data//images/CL_HandE_1234_B004_topleft189.tiff,data//masks/CL_HandE_1234_B004_topleft189.tiff
data//images/CL_HandE_1234_B004_topleft190.tiff,data//masks/CL_HandE_1234_B004_topleft190.tiff
data//images/CL_HandE_1234_B004_topleft191.tiff,data//masks/CL_HandE_1234_B004_topleft191.tiff
data//images/CL_HandE_1234_B004_topleft192.tiff,data//masks/CL_HandE_1234_B004_topleft192.tiff
data//images/CL_HandE_1234_B004_topleft193.tiff,data//masks/CL_HandE_1234_B004_topleft193.tiff
data//images/CL_HandE_1234_B004_topleft194.tiff,data//masks/CL_HandE_1234_B004_topleft194.tiff
data//images/CL_HandE_1234_B004_topleft195.tiff,data//masks/CL_HandE_1234_B004_topleft195.tiff
data//images/CL_HandE_1234_B004_topleft196.tiff,data//masks/CL_HandE_1234_B004_topleft196.tiff
data//images/CL_HandE_1234_B004_topleft197.tiff,data//masks/CL_HandE_1234_B004_topleft197.tiff
data//images/CL_HandE_1234_B004_topleft198.tiff,data//masks/CL_HandE_1234_B004_topleft198.tiff
data//images/CL_HandE_1234_B004_topleft199.tiff,data//masks/CL_HandE_1234_B004_topleft199.tiff
data//images/CL_HandE_1234_B004_topleft200.tiff,data//masks/CL_HandE_1234_B004_topleft200.tiff
data//images/CL_HandE_1234_B004_topleft201.tiff,data//masks/CL_HandE_1234_B004_topleft201.tiff
data//images/CL_HandE_1234_B004_topleft202.tiff,data//masks/CL_HandE_1234_B004_topleft202.tiff
data//images/CL_HandE_1234_B004_topleft203.tiff,data//masks/CL_HandE_1234_B004_topleft203.tiff
data//images/CL_HandE_1234_B004_topleft204.tiff,data//masks/CL_HandE_1234_B004_topleft204.tiff
data//images/CL_HandE_1234_B004_topleft205.tiff,data//masks/CL_HandE_1234_B004_topleft205.tiff
data//images/CL_HandE_1234_B004_topleft206.tiff,data//masks/CL_HandE_1234_B004_topleft206.tiff
data//images/CL_HandE_1234_B004_topleft207.tiff,data//masks/CL_HandE_1234_B004_topleft207.tiff
data//images/CL_HandE_1234_B004_topleft208.tiff,data//masks/CL_HandE_1234_B004_topleft208.tiff
