Train_image_path,Train_mask_path,class
data//images/CL_HandE_1234_B004_bottomright252.tiff,data//masks/CL_HandE_1234_B004_bottomright252.tiff,1
data//images/CL_HandE_1234_B004_bottomright253.tiff,data//masks/CL_HandE_1234_B004_bottomright253.tiff,1
data//images/CL_HandE_1234_B004_bottomright254.tiff,data//masks/CL_HandE_1234_B004_bottomright254.tiff,1
data//images/CL_HandE_1234_B004_bottomright255.tiff,data//masks/CL_HandE_1234_B004_bottomright255.tiff,0
data//images/CL_HandE_1234_B004_bottomright256.tiff,data//masks/CL_HandE_1234_B004_bottomright256.tiff,0
data//images/CL_HandE_1234_B004_bottomright257.tiff,data//masks/CL_HandE_1234_B004_bottomright257.tiff,0
data//images/CL_HandE_1234_B004_bottomright258.tiff,data//masks/CL_HandE_1234_B004_bottomright258.tiff,0
data//images/CL_HandE_1234_B004_bottomright259.tiff,data//masks/CL_HandE_1234_B004_bottomright259.tiff,0
data//images/CL_HandE_1234_B004_bottomright260.tiff,data//masks/CL_HandE_1234_B004_bottomright260.tiff,0
data//images/CL_HandE_1234_B004_bottomright261.tiff,data//masks/CL_HandE_1234_B004_bottomright261.tiff,0
data//images/CL_HandE_1234_B004_bottomright262.tiff,data//masks/CL_HandE_1234_B004_bottomright262.tiff,0
data//images/CL_HandE_1234_B004_bottomright263.tiff,data//masks/CL_HandE_1234_B004_bottomright263.tiff,0
data//images/CL_HandE_1234_B004_bottomright264.tiff,data//masks/CL_HandE_1234_B004_bottomright264.tiff,0
data//images/CL_HandE_1234_B004_bottomright265.tiff,data//masks/CL_HandE_1234_B004_bottomright265.tiff,1
data//images/CL_HandE_1234_B004_bottomright266.tiff,data//masks/CL_HandE_1234_B004_bottomright266.tiff,1
data//images/CL_HandE_1234_B004_bottomright267.tiff,data//masks/CL_HandE_1234_B004_bottomright267.tiff,1
data//images/CL_HandE_1234_B004_bottomright268.tiff,data//masks/CL_HandE_1234_B004_bottomright268.tiff,1
data//images/CL_HandE_1234_B004_bottomright269.tiff,data//masks/CL_HandE_1234_B004_bottomright269.tiff,1
data//images/CL_HandE_1234_B004_bottomright270.tiff,data//masks/CL_HandE_1234_B004_bottomright270.tiff,1
data//images/CL_HandE_1234_B004_bottomright271.tiff,data//masks/CL_HandE_1234_B004_bottomright271.tiff,0
data//images/CL_HandE_1234_B004_topleft0.tiff,data//masks/CL_HandE_1234_B004_topleft0.tiff,0
data//images/CL_HandE_1234_B004_topleft1.tiff,data//masks/CL_HandE_1234_B004_topleft1.tiff,0
data//images/CL_HandE_1234_B004_topleft2.tiff,data//masks/CL_HandE_1234_B004_topleft2.tiff,0
data//images/CL_HandE_1234_B004_topleft3.tiff,data//masks/CL_HandE_1234_B004_topleft3.tiff,0
data//images/CL_HandE_1234_B004_topleft4.tiff,data//masks/CL_HandE_1234_B004_topleft4.tiff,0
data//images/CL_HandE_1234_B004_topleft5.tiff,data//masks/CL_HandE_1234_B004_topleft5.tiff,0
data//images/CL_HandE_1234_B004_topleft6.tiff,data//masks/CL_HandE_1234_B004_topleft6.tiff,0
data//images/CL_HandE_1234_B004_topleft7.tiff,data//masks/CL_HandE_1234_B004_topleft7.tiff,0
data//images/CL_HandE_1234_B004_topleft8.tiff,data//masks/CL_HandE_1234_B004_topleft8.tiff,0
data//images/CL_HandE_1234_B004_topleft9.tiff,data//masks/CL_HandE_1234_B004_topleft9.tiff,1
data//images/CL_HandE_1234_B004_topleft10.tiff,data//masks/CL_HandE_1234_B004_topleft10.tiff,1
data//images/CL_HandE_1234_B004_topleft11.tiff,data//masks/CL_HandE_1234_B004_topleft11.tiff,1
data//images/CL_HandE_1234_B004_topleft12.tiff,data//masks/CL_HandE_1234_B004_topleft12.tiff,1
data//images/CL_HandE_1234_B004_topleft13.tiff,data//masks/CL_HandE_1234_B004_topleft13.tiff,1
data//images/CL_HandE_1234_B004_topleft14.tiff,data//masks/CL_HandE_1234_B004_topleft14.tiff,1
data//images/CL_HandE_1234_B004_topleft15.tiff,data//masks/CL_HandE_1234_B004_topleft15.tiff,1
data//images/CL_HandE_1234_B004_topleft16.tiff,data//masks/CL_HandE_1234_B004_topleft16.tiff,1
data//images/CL_HandE_1234_B004_topleft17.tiff,data//masks/CL_HandE_1234_B004_topleft17.tiff,0
data//images/CL_HandE_1234_B004_topleft18.tiff,data//masks/CL_HandE_1234_B004_topleft18.tiff,1
data//images/CL_HandE_1234_B004_topleft19.tiff,data//masks/CL_HandE_1234_B004_topleft19.tiff,1
data//images/CL_HandE_1234_B004_topleft20.tiff,data//masks/CL_HandE_1234_B004_topleft20.tiff,1
data//images/CL_HandE_1234_B004_topleft21.tiff,data//masks/CL_HandE_1234_B004_topleft21.tiff,1
data//images/CL_HandE_1234_B004_topleft22.tiff,data//masks/CL_HandE_1234_B004_topleft22.tiff,1
data//images/CL_HandE_1234_B004_topleft23.tiff,data//masks/CL_HandE_1234_B004_topleft23.tiff,1
data//images/CL_HandE_1234_B004_topleft24.tiff,data//masks/CL_HandE_1234_B004_topleft24.tiff,0
data//images/CL_HandE_1234_B004_topleft25.tiff,data//masks/CL_HandE_1234_B004_topleft25.tiff,0
data//images/CL_HandE_1234_B004_topleft26.tiff,data//masks/CL_HandE_1234_B004_topleft26.tiff,1
data//images/CL_HandE_1234_B004_topleft27.tiff,data//masks/CL_HandE_1234_B004_topleft27.tiff,1
data//images/CL_HandE_1234_B004_topleft28.tiff,data//masks/CL_HandE_1234_B004_topleft28.tiff,1
data//images/CL_HandE_1234_B004_topleft29.tiff,data//masks/CL_HandE_1234_B004_topleft29.tiff,1
data//images/CL_HandE_1234_B004_topleft30.tiff,data//masks/CL_HandE_1234_B004_topleft30.tiff,1
data//images/CL_HandE_1234_B004_topleft31.tiff,data//masks/CL_HandE_1234_B004_topleft31.tiff,1
data//images/CL_HandE_1234_B004_topleft32.tiff,data//masks/CL_HandE_1234_B004_topleft32.tiff,1
data//images/CL_HandE_1234_B004_topleft33.tiff,data//masks/CL_HandE_1234_B004_topleft33.tiff,1
data//images/CL_HandE_1234_B004_topleft34.tiff,data//masks/CL_HandE_1234_B004_topleft34.tiff,1
data//images/CL_HandE_1234_B004_topleft35.tiff,data//masks/CL_HandE_1234_B004_topleft35.tiff,1
data//images/CL_HandE_1234_B004_topleft36.tiff,data//masks/CL_HandE_1234_B004_topleft36.tiff,1
data//images/CL_HandE_1234_B004_topleft37.tiff,data//masks/CL_HandE_1234_B004_topleft37.tiff,1
data//images/CL_HandE_1234_B004_topleft38.tiff,data//masks/CL_HandE_1234_B004_topleft38.tiff,1
data//images/CL_HandE_1234_B004_topleft39.tiff,data//masks/CL_HandE_1234_B004_topleft39.tiff,1
data//images/CL_HandE_1234_B004_topleft40.tiff,data//masks/CL_HandE_1234_B004_topleft40.tiff,1
data//images/CL_HandE_1234_B004_topleft41.tiff,data//masks/CL_HandE_1234_B004_topleft41.tiff,0
data//images/CL_HandE_1234_B004_topleft42.tiff,data//masks/CL_HandE_1234_B004_topleft42.tiff,0
data//images/CL_HandE_1234_B004_topleft43.tiff,data//masks/CL_HandE_1234_B004_topleft43.tiff,1
data//images/CL_HandE_1234_B004_topleft44.tiff,data//masks/CL_HandE_1234_B004_topleft44.tiff,1
data//images/CL_HandE_1234_B004_topleft45.tiff,data//masks/CL_HandE_1234_B004_topleft45.tiff,1
data//images/CL_HandE_1234_B004_topleft46.tiff,data//masks/CL_HandE_1234_B004_topleft46.tiff,1
data//images/CL_HandE_1234_B004_topleft47.tiff,data//masks/CL_HandE_1234_B004_topleft47.tiff,1
data//images/CL_HandE_1234_B004_topleft48.tiff,data//masks/CL_HandE_1234_B004_topleft48.tiff,1
data//images/CL_HandE_1234_B004_topleft49.tiff,data//masks/CL_HandE_1234_B004_topleft49.tiff,1
data//images/CL_HandE_1234_B004_topleft50.tiff,data//masks/CL_HandE_1234_B004_topleft50.tiff,1
data//images/CL_HandE_1234_B004_topleft51.tiff,data//masks/CL_HandE_1234_B004_topleft51.tiff,1
data//images/CL_HandE_1234_B004_topleft52.tiff,data//masks/CL_HandE_1234_B004_topleft52.tiff,1
data//images/CL_HandE_1234_B004_topleft53.tiff,data//masks/CL_HandE_1234_B004_topleft53.tiff,1
data//images/CL_HandE_1234_B004_topleft54.tiff,data//masks/CL_HandE_1234_B004_topleft54.tiff,1
data//images/CL_HandE_1234_B004_topleft55.tiff,data//masks/CL_HandE_1234_B004_topleft55.tiff,1
data//images/CL_HandE_1234_B004_topleft56.tiff,data//masks/CL_HandE_1234_B004_topleft56.tiff,1
data//images/CL_HandE_1234_B004_topleft57.tiff,data//masks/CL_HandE_1234_B004_topleft57.tiff,1
data//images/CL_HandE_1234_B004_topleft58.tiff,data//masks/CL_HandE_1234_B004_topleft58.tiff,0
data//images/CL_HandE_1234_B004_topleft59.tiff,data//masks/CL_HandE_1234_B004_topleft59.tiff,0
data//images/CL_HandE_1234_B004_topleft60.tiff,data//masks/CL_HandE_1234_B004_topleft60.tiff,1
data//images/CL_HandE_1234_B004_topleft61.tiff,data//masks/CL_HandE_1234_B004_topleft61.tiff,1
data//images/CL_HandE_1234_B004_topleft62.tiff,data//masks/CL_HandE_1234_B004_topleft62.tiff,1
data//images/CL_HandE_1234_B004_topleft63.tiff,data//masks/CL_HandE_1234_B004_topleft63.tiff,1
data//images/CL_HandE_1234_B004_topleft64.tiff,data//masks/CL_HandE_1234_B004_topleft64.tiff,1
data//images/CL_HandE_1234_B004_topleft65.tiff,data//masks/CL_HandE_1234_B004_topleft65.tiff,1
data//images/CL_HandE_1234_B004_topleft66.tiff,data//masks/CL_HandE_1234_B004_topleft66.tiff,1
data//images/CL_HandE_1234_B004_topleft67.tiff,data//masks/CL_HandE_1234_B004_topleft67.tiff,1
data//images/CL_HandE_1234_B004_topleft68.tiff,data//masks/CL_HandE_1234_B004_topleft68.tiff,0
data//images/CL_HandE_1234_B004_topleft69.tiff,data//masks/CL_HandE_1234_B004_topleft69.tiff,1
data//images/CL_HandE_1234_B004_topleft70.tiff,data//masks/CL_HandE_1234_B004_topleft70.tiff,1
data//images/CL_HandE_1234_B004_topleft71.tiff,data//masks/CL_HandE_1234_B004_topleft71.tiff,1
data//images/CL_HandE_1234_B004_topleft72.tiff,data//masks/CL_HandE_1234_B004_topleft72.tiff,1
data//images/CL_HandE_1234_B004_topleft73.tiff,data//masks/CL_HandE_1234_B004_topleft73.tiff,1
data//images/CL_HandE_1234_B004_topleft74.tiff,data//masks/CL_HandE_1234_B004_topleft74.tiff,1
data//images/CL_HandE_1234_B004_topleft75.tiff,data//masks/CL_HandE_1234_B004_topleft75.tiff,0
data//images/CL_HandE_1234_B004_topleft76.tiff,data//masks/CL_HandE_1234_B004_topleft76.tiff,0
data//images/CL_HandE_1234_B004_topleft77.tiff,data//masks/CL_HandE_1234_B004_topleft77.tiff,0
data//images/CL_HandE_1234_B004_topleft78.tiff,data//masks/CL_HandE_1234_B004_topleft78.tiff,1
data//images/CL_HandE_1234_B004_topleft79.tiff,data//masks/CL_HandE_1234_B004_topleft79.tiff,1
data//images/CL_HandE_1234_B004_topleft80.tiff,data//masks/CL_HandE_1234_B004_topleft80.tiff,1
data//images/CL_HandE_1234_B004_topleft81.tiff,data//masks/CL_HandE_1234_B004_topleft81.tiff,1
data//images/CL_HandE_1234_B004_topleft82.tiff,data//masks/CL_HandE_1234_B004_topleft82.tiff,1
data//images/CL_HandE_1234_B004_topleft83.tiff,data//masks/CL_HandE_1234_B004_topleft83.tiff,1
data//images/CL_HandE_1234_B004_topleft84.tiff,data//masks/CL_HandE_1234_B004_topleft84.tiff,1
data//images/CL_HandE_1234_B004_topleft85.tiff,data//masks/CL_HandE_1234_B004_topleft85.tiff,0
data//images/CL_HandE_1234_B004_topleft86.tiff,data//masks/CL_HandE_1234_B004_topleft86.tiff,0
data//images/CL_HandE_1234_B004_topleft87.tiff,data//masks/CL_HandE_1234_B004_topleft87.tiff,0
data//images/CL_HandE_1234_B004_topleft88.tiff,data//masks/CL_HandE_1234_B004_topleft88.tiff,1
data//images/CL_HandE_1234_B004_topleft89.tiff,data//masks/CL_HandE_1234_B004_topleft89.tiff,1
data//images/CL_HandE_1234_B004_topleft90.tiff,data//masks/CL_HandE_1234_B004_topleft90.tiff,1
data//images/CL_HandE_1234_B004_topleft91.tiff,data//masks/CL_HandE_1234_B004_topleft91.tiff,1
data//images/CL_HandE_1234_B004_topleft92.tiff,data//masks/CL_HandE_1234_B004_topleft92.tiff,0
data//images/CL_HandE_1234_B004_topleft93.tiff,data//masks/CL_HandE_1234_B004_topleft93.tiff,0
data//images/CL_HandE_1234_B004_topleft94.tiff,data//masks/CL_HandE_1234_B004_topleft94.tiff,0
data//images/CL_HandE_1234_B004_topleft95.tiff,data//masks/CL_HandE_1234_B004_topleft95.tiff,0
data//images/CL_HandE_1234_B004_topleft96.tiff,data//masks/CL_HandE_1234_B004_topleft96.tiff,0
data//images/CL_HandE_1234_B004_topleft97.tiff,data//masks/CL_HandE_1234_B004_topleft97.tiff,1
data//images/CL_HandE_1234_B004_topleft98.tiff,data//masks/CL_HandE_1234_B004_topleft98.tiff,1
data//images/CL_HandE_1234_B004_topleft99.tiff,data//masks/CL_HandE_1234_B004_topleft99.tiff,1
data//images/CL_HandE_1234_B004_topleft100.tiff,data//masks/CL_HandE_1234_B004_topleft100.tiff,1
data//images/CL_HandE_1234_B004_topleft101.tiff,data//masks/CL_HandE_1234_B004_topleft101.tiff,1
data//images/CL_HandE_1234_B004_topleft102.tiff,data//masks/CL_HandE_1234_B004_topleft102.tiff,0
data//images/CL_HandE_1234_B004_topleft103.tiff,data//masks/CL_HandE_1234_B004_topleft103.tiff,0
data//images/CL_HandE_1234_B004_topleft104.tiff,data//masks/CL_HandE_1234_B004_topleft104.tiff,0
data//images/CL_HandE_1234_B004_topleft105.tiff,data//masks/CL_HandE_1234_B004_topleft105.tiff,0
data//images/CL_HandE_1234_B004_topleft106.tiff,data//masks/CL_HandE_1234_B004_topleft106.tiff,1
data//images/CL_HandE_1234_B004_topleft107.tiff,data//masks/CL_HandE_1234_B004_topleft107.tiff,1
data//images/CL_HandE_1234_B004_topleft108.tiff,data//masks/CL_HandE_1234_B004_topleft108.tiff,1
data//images/CL_HandE_1234_B004_topleft109.tiff,data//masks/CL_HandE_1234_B004_topleft109.tiff,1
data//images/CL_HandE_1234_B004_topleft110.tiff,data//masks/CL_HandE_1234_B004_topleft110.tiff,0
data//images/CL_HandE_1234_B004_topleft111.tiff,data//masks/CL_HandE_1234_B004_topleft111.tiff,0
data//images/CL_HandE_1234_B004_topleft112.tiff,data//masks/CL_HandE_1234_B004_topleft112.tiff,0
data//images/CL_HandE_1234_B004_topleft113.tiff,data//masks/CL_HandE_1234_B004_topleft113.tiff,0
data//images/CL_HandE_1234_B004_topleft114.tiff,data//masks/CL_HandE_1234_B004_topleft114.tiff,0
data//images/CL_HandE_1234_B004_topleft115.tiff,data//masks/CL_HandE_1234_B004_topleft115.tiff,0
data//images/CL_HandE_1234_B004_topleft116.tiff,data//masks/CL_HandE_1234_B004_topleft116.tiff,0
data//images/CL_HandE_1234_B004_topleft117.tiff,data//masks/CL_HandE_1234_B004_topleft117.tiff,0
data//images/CL_HandE_1234_B004_topleft118.tiff,data//masks/CL_HandE_1234_B004_topleft118.tiff,1
data//images/CL_HandE_1234_B004_topleft119.tiff,data//masks/CL_HandE_1234_B004_topleft119.tiff,0
data//images/CL_HandE_1234_B004_topleft120.tiff,data//masks/CL_HandE_1234_B004_topleft120.tiff,0
data//images/CL_HandE_1234_B004_topleft121.tiff,data//masks/CL_HandE_1234_B004_topleft121.tiff,0
data//images/CL_HandE_1234_B004_topleft122.tiff,data//masks/CL_HandE_1234_B004_topleft122.tiff,0
data//images/CL_HandE_1234_B004_topleft123.tiff,data//masks/CL_HandE_1234_B004_topleft123.tiff,1
data//images/CL_HandE_1234_B004_topleft124.tiff,data//masks/CL_HandE_1234_B004_topleft124.tiff,1
data//images/CL_HandE_1234_B004_topleft125.tiff,data//masks/CL_HandE_1234_B004_topleft125.tiff,1
data//images/CL_HandE_1234_B004_topleft126.tiff,data//masks/CL_HandE_1234_B004_topleft126.tiff,1
data//images/CL_HandE_1234_B004_topleft127.tiff,data//masks/CL_HandE_1234_B004_topleft127.tiff,0
data//images/CL_HandE_1234_B004_topleft128.tiff,data//masks/CL_HandE_1234_B004_topleft128.tiff,0
data//images/CL_HandE_1234_B004_topleft129.tiff,data//masks/CL_HandE_1234_B004_topleft129.tiff,0
data//images/CL_HandE_1234_B004_topleft130.tiff,data//masks/CL_HandE_1234_B004_topleft130.tiff,0
data//images/CL_HandE_1234_B004_topleft131.tiff,data//masks/CL_HandE_1234_B004_topleft131.tiff,0
data//images/CL_HandE_1234_B004_topleft132.tiff,data//masks/CL_HandE_1234_B004_topleft132.tiff,0
data//images/CL_HandE_1234_B004_topleft133.tiff,data//masks/CL_HandE_1234_B004_topleft133.tiff,0
data//images/CL_HandE_1234_B004_topleft134.tiff,data//masks/CL_HandE_1234_B004_topleft134.tiff,0
data//images/CL_HandE_1234_B004_topleft135.tiff,data//masks/CL_HandE_1234_B004_topleft135.tiff,1
data//images/CL_HandE_1234_B004_topleft136.tiff,data//masks/CL_HandE_1234_B004_topleft136.tiff,0
data//images/CL_HandE_1234_B004_topleft137.tiff,data//masks/CL_HandE_1234_B004_topleft137.tiff,0
data//images/CL_HandE_1234_B004_topleft138.tiff,data//masks/CL_HandE_1234_B004_topleft138.tiff,0
data//images/CL_HandE_1234_B004_topleft139.tiff,data//masks/CL_HandE_1234_B004_topleft139.tiff,0
data//images/CL_HandE_1234_B004_topleft140.tiff,data//masks/CL_HandE_1234_B004_topleft140.tiff,1
data//images/CL_HandE_1234_B004_topleft141.tiff,data//masks/CL_HandE_1234_B004_topleft141.tiff,1
data//images/CL_HandE_1234_B004_topleft142.tiff,data//masks/CL_HandE_1234_B004_topleft142.tiff,1
data//images/CL_HandE_1234_B004_topleft143.tiff,data//masks/CL_HandE_1234_B004_topleft143.tiff,1
data//images/CL_HandE_1234_B004_topleft144.tiff,data//masks/CL_HandE_1234_B004_topleft144.tiff,1
data//images/CL_HandE_1234_B004_topleft145.tiff,data//masks/CL_HandE_1234_B004_topleft145.tiff,0
data//images/CL_HandE_1234_B004_topleft148.tiff,data//masks/CL_HandE_1234_B004_topleft148.tiff,0
data//images/CL_HandE_1234_B004_topleft149.tiff,data//masks/CL_HandE_1234_B004_topleft149.tiff,0
data//images/CL_HandE_1234_B004_topleft150.tiff,data//masks/CL_HandE_1234_B004_topleft150.tiff,0
data//images/CL_HandE_1234_B004_topleft151.tiff,data//masks/CL_HandE_1234_B004_topleft151.tiff,1
data//images/CL_HandE_1234_B004_topleft152.tiff,data//masks/CL_HandE_1234_B004_topleft152.tiff,1
data//images/CL_HandE_1234_B004_topleft153.tiff,data//masks/CL_HandE_1234_B004_topleft153.tiff,0
data//images/CL_HandE_1234_B004_topleft154.tiff,data//masks/CL_HandE_1234_B004_topleft154.tiff,0
data//images/CL_HandE_1234_B004_topleft155.tiff,data//masks/CL_HandE_1234_B004_topleft155.tiff,0
data//images/CL_HandE_1234_B004_topleft156.tiff,data//masks/CL_HandE_1234_B004_topleft156.tiff,0
data//images/CL_HandE_1234_B004_topleft157.tiff,data//masks/CL_HandE_1234_B004_topleft157.tiff,0
data//images/CL_HandE_1234_B004_topleft158.tiff,data//masks/CL_HandE_1234_B004_topleft158.tiff,1
data//images/CL_HandE_1234_B004_topleft159.tiff,data//masks/CL_HandE_1234_B004_topleft159.tiff,1
data//images/CL_HandE_1234_B004_topleft160.tiff,data//masks/CL_HandE_1234_B004_topleft160.tiff,1
data//images/CL_HandE_1234_B004_topleft161.tiff,data//masks/CL_HandE_1234_B004_topleft161.tiff,1
data//images/CL_HandE_1234_B004_topleft162.tiff,data//masks/CL_HandE_1234_B004_topleft162.tiff,0
data//images/CL_HandE_1234_B004_topleft165.tiff,data//masks/CL_HandE_1234_B004_topleft165.tiff,0
data//images/CL_HandE_1234_B004_topleft166.tiff,data//masks/CL_HandE_1234_B004_topleft166.tiff,0
data//images/CL_HandE_1234_B004_topleft167.tiff,data//masks/CL_HandE_1234_B004_topleft167.tiff,0
data//images/CL_HandE_1234_B004_topleft168.tiff,data//masks/CL_HandE_1234_B004_topleft168.tiff,1
data//images/CL_HandE_1234_B004_topleft169.tiff,data//masks/CL_HandE_1234_B004_topleft169.tiff,1
data//images/CL_HandE_1234_B004_topleft170.tiff,data//masks/CL_HandE_1234_B004_topleft170.tiff,0
data//images/CL_HandE_1234_B004_topleft171.tiff,data//masks/CL_HandE_1234_B004_topleft171.tiff,0
data//images/CL_HandE_1234_B004_topleft172.tiff,data//masks/CL_HandE_1234_B004_topleft172.tiff,0
data//images/CL_HandE_1234_B004_topleft173.tiff,data//masks/CL_HandE_1234_B004_topleft173.tiff,0
data//images/CL_HandE_1234_B004_topleft174.tiff,data//masks/CL_HandE_1234_B004_topleft174.tiff,0
data//images/CL_HandE_1234_B004_topleft175.tiff,data//masks/CL_HandE_1234_B004_topleft175.tiff,0
data//images/CL_HandE_1234_B004_topleft176.tiff,data//masks/CL_HandE_1234_B004_topleft176.tiff,1
data//images/CL_HandE_1234_B004_topleft177.tiff,data//masks/CL_HandE_1234_B004_topleft177.tiff,1
data//images/CL_HandE_1234_B004_topleft178.tiff,data//masks/CL_HandE_1234_B004_topleft178.tiff,1
data//images/CL_HandE_1234_B004_topleft179.tiff,data//masks/CL_HandE_1234_B004_topleft179.tiff,1
data//images/CL_HandE_1234_B004_topleft180.tiff,data//masks/CL_HandE_1234_B004_topleft180.tiff,1
data//images/CL_HandE_1234_B004_topleft181.tiff,data//masks/CL_HandE_1234_B004_topleft181.tiff,0
data//images/CL_HandE_1234_B004_topleft182.tiff,data//masks/CL_HandE_1234_B004_topleft182.tiff,0
data//images/CL_HandE_1234_B004_topleft183.tiff,data//masks/CL_HandE_1234_B004_topleft183.tiff,0
data//images/CL_HandE_1234_B004_topleft184.tiff,data//masks/CL_HandE_1234_B004_topleft184.tiff,0
data//images/CL_HandE_1234_B004_topleft185.tiff,data//masks/CL_HandE_1234_B004_topleft185.tiff,1
data//images/CL_HandE_1234_B004_topleft186.tiff,data//masks/CL_HandE_1234_B004_topleft186.tiff,1
data//images/CL_HandE_1234_B004_topleft187.tiff,data//masks/CL_HandE_1234_B004_topleft187.tiff,0
data//images/CL_HandE_1234_B004_topleft188.tiff,data//masks/CL_HandE_1234_B004_topleft188.tiff,0
data//images/CL_HandE_1234_B004_topleft189.tiff,data//masks/CL_HandE_1234_B004_topleft189.tiff,0
data//images/CL_HandE_1234_B004_topleft190.tiff,data//masks/CL_HandE_1234_B004_topleft190.tiff,0
data//images/CL_HandE_1234_B004_topleft191.tiff,data//masks/CL_HandE_1234_B004_topleft191.tiff,0
data//images/CL_HandE_1234_B004_topleft192.tiff,data//masks/CL_HandE_1234_B004_topleft192.tiff,0
data//images/CL_HandE_1234_B004_topleft193.tiff,data//masks/CL_HandE_1234_B004_topleft193.tiff,1
data//images/CL_HandE_1234_B004_topleft194.tiff,data//masks/CL_HandE_1234_B004_topleft194.tiff,1
data//images/CL_HandE_1234_B004_topleft195.tiff,data//masks/CL_HandE_1234_B004_topleft195.tiff,1
data//images/CL_HandE_1234_B004_topleft196.tiff,data//masks/CL_HandE_1234_B004_topleft196.tiff,1
data//images/CL_HandE_1234_B004_topleft197.tiff,data//masks/CL_HandE_1234_B004_topleft197.tiff,1
data//images/CL_HandE_1234_B004_topleft198.tiff,data//masks/CL_HandE_1234_B004_topleft198.tiff,1
data//images/CL_HandE_1234_B004_topleft199.tiff,data//masks/CL_HandE_1234_B004_topleft199.tiff,0
data//images/CL_HandE_1234_B004_topleft200.tiff,data//masks/CL_HandE_1234_B004_topleft200.tiff,0
data//images/CL_HandE_1234_B004_topleft201.tiff,data//masks/CL_HandE_1234_B004_topleft201.tiff,0
data//images/CL_HandE_1234_B004_topleft202.tiff,data//masks/CL_HandE_1234_B004_topleft202.tiff,1
data//images/CL_HandE_1234_B004_topleft203.tiff,data//masks/CL_HandE_1234_B004_topleft203.tiff,1
data//images/CL_HandE_1234_B004_topleft204.tiff,data//masks/CL_HandE_1234_B004_topleft204.tiff,0
data//images/CL_HandE_1234_B004_topleft205.tiff,data//masks/CL_HandE_1234_B004_topleft205.tiff,0
data//images/CL_HandE_1234_B004_topleft206.tiff,data//masks/CL_HandE_1234_B004_topleft206.tiff,0
data//images/CL_HandE_1234_B004_topleft207.tiff,data//masks/CL_HandE_1234_B004_topleft207.tiff,0
data//images/CL_HandE_1234_B004_topleft208.tiff,data//masks/CL_HandE_1234_B004_topleft208.tiff,0
data//images/CL_HandE_1234_B004_topleft209.tiff,data//masks/CL_HandE_1234_B004_topleft209.tiff,0
data//images/CL_HandE_1234_B004_topleft210.tiff,data//masks/CL_HandE_1234_B004_topleft210.tiff,0
data//images/CL_HandE_1234_B004_topleft211.tiff,data//masks/CL_HandE_1234_B004_topleft211.tiff,0
data//images/CL_HandE_1234_B004_topleft212.tiff,data//masks/CL_HandE_1234_B004_topleft212.tiff,1
data//images/CL_HandE_1234_B004_topleft213.tiff,data//masks/CL_HandE_1234_B004_topleft213.tiff,1
data//images/CL_HandE_1234_B004_topleft214.tiff,data//masks/CL_HandE_1234_B004_topleft214.tiff,1
data//images/CL_HandE_1234_B004_topleft215.tiff,data//masks/CL_HandE_1234_B004_topleft215.tiff,1
data//images/CL_HandE_1234_B004_topleft216.tiff,data//masks/CL_HandE_1234_B004_topleft216.tiff,1
data//images/CL_HandE_1234_B004_topleft217.tiff,data//masks/CL_HandE_1234_B004_topleft217.tiff,1
data//images/CL_HandE_1234_B004_topleft218.tiff,data//masks/CL_HandE_1234_B004_topleft218.tiff,1
data//images/CL_HandE_1234_B004_topleft219.tiff,data//masks/CL_HandE_1234_B004_topleft219.tiff,1
data//images/CL_HandE_1234_B004_topleft220.tiff,data//masks/CL_HandE_1234_B004_topleft220.tiff,1
data//images/CL_HandE_1234_B004_topleft221.tiff,data//masks/CL_HandE_1234_B004_topleft221.tiff,0
data//images/CL_HandE_1234_B004_topleft222.tiff,data//masks/CL_HandE_1234_B004_topleft222.tiff,0
data//images/CL_HandE_1234_B004_topleft223.tiff,data//masks/CL_HandE_1234_B004_topleft223.tiff,0
data//images/CL_HandE_1234_B004_topleft224.tiff,data//masks/CL_HandE_1234_B004_topleft224.tiff,0
data//images/CL_HandE_1234_B004_topleft225.tiff,data//masks/CL_HandE_1234_B004_topleft225.tiff,0
data//images/CL_HandE_1234_B004_topleft226.tiff,data//masks/CL_HandE_1234_B004_topleft226.tiff,0
data//images/CL_HandE_1234_B004_topleft227.tiff,data//masks/CL_HandE_1234_B004_topleft227.tiff,0
data//images/CL_HandE_1234_B004_topleft228.tiff,data//masks/CL_HandE_1234_B004_topleft228.tiff,0
data//images/CL_HandE_1234_B004_topleft229.tiff,data//masks/CL_HandE_1234_B004_topleft229.tiff,0
data//images/CL_HandE_1234_B004_topleft230.tiff,data//masks/CL_HandE_1234_B004_topleft230.tiff,1
data//images/CL_HandE_1234_B004_topleft231.tiff,data//masks/CL_HandE_1234_B004_topleft231.tiff,1
data//images/CL_HandE_1234_B004_topleft232.tiff,data//masks/CL_HandE_1234_B004_topleft232.tiff,1
data//images/CL_HandE_1234_B004_topleft233.tiff,data//masks/CL_HandE_1234_B004_topleft233.tiff,1
data//images/CL_HandE_1234_B004_topleft234.tiff,data//masks/CL_HandE_1234_B004_topleft234.tiff,1
data//images/CL_HandE_1234_B004_topleft235.tiff,data//masks/CL_HandE_1234_B004_topleft235.tiff,1
data//images/CL_HandE_1234_B004_topleft236.tiff,data//masks/CL_HandE_1234_B004_topleft236.tiff,1
